transID,payUserID,typeCard,userName,userSex,userBirthYear,corridorID,corridorName,direction,payAmount,transDate,tapInHour,tapOutHour,routeName,routeID,bankID,duration
GUNG919R7I64JE,3.58E+20,dki,Titin Yolanda,M,1989,JAK.106,Terminal Kampung Melayu - Terminal Klender,berangkat,0,2023-04-19,1900-01-01 06:07:41,1900-01-01 07:44:44,Jln. Aneka Elok 2-Simpang Lingkar Duren Sawit,A100,B001,01:37:03
HCAD808P8M03KQ,4157264487056687746,brizzi,Baktiono Prakasa,F,1981,6U,Blok M - Pasar Minggu,berangkat,3500,2023-04-24,1900-01-01 16:43:59,1900-01-01 18:24:47,Wolter Monginsidi-Tirtayasa 1,A101,B005,01:40:48
LICK999C9H75JC,578253836568,flazz,Talia Prayoga,M,1985,S22,Ciputat - Kampung Rambutan,berangkat,3500,2023-04-05,1900-01-01 07:34:34,1900-01-01 08:52:17,Lebak Bulus-Jln. Sandratex 2,A102,B006,01:17:43
CWPE577R0R25FF,4798412351689028870,brizzi,Warsa Gunawan,F,1986,5B,Stasiun Tebet - BNN,berangkat,3500,2023-04-03,1900-01-01 16:32:54,1900-01-01 18:01:49,BNN LRT-St. Tebet 1,A103,B005,01:28:55
RGCP622L0Z64CZ,6570035474604116,dki,Hasta Anggriawan,F,2000,8K,Batusari - Grogol,berangkat,3500,2023-04-25,1900-01-01 05:46:41,1900-01-01 06:39:53,Ps. Kopro 2-Simpang Kemanggisan Ilir Raya,A104,B001,00:53:12
ZHFK233N3Y40DG,6570035474604116,dki,Hasta Anggriawan,F,2000,8K,Batusari - Grogol,berangkat,3500,2023-04-13,1900-01-01 05:10:39,1900-01-01 05:41:25,Ps. Kopro 2-Simpang Kemanggisan Ilir Raya,A104,B001,00:30:46
JOFL944L1F03OT,30427752176460,bni,Tari Hutagalung,M,2009,JAK.30,Grogol - Meruya via Roxy,arah balik,0,2023-04-07,1900-01-01 18:48:52,1900-01-01 20:45:08,Komplek Keuangan Saaba-Perumahan Mawar Joglo,A105,B004,01:56:16
VZSW154E6Y59LJ,3596612633477696,dki,drg. Prayogo Yuniar,M,1959,8C,Kebayoran Lama - Tanah Abang,berangkat,3500,2023-04-20,1900-01-01 08:54:55,1900-01-01 10:15:33,Tanah Abang 2-St. Karet,A106,B001,01:20:38
BUJP874B8C19RU,4.16E+19,dki,"R.A. Salwa Yuliarti, M.TI.",F,1969,1B,Stasiun Palmerah - Tosari,arah balik,3500,2023-04-19,1900-01-01 20:20:01,1900-01-01 22:06:52,Dukuh Atas-Tosari,A107,B001,01:46:51
TUXD134T3R73LR,4300964686794,online,Ir. Prakosa Maryadi,F,1994,10,Tanjung Priok - PGC 2,berangkat,3500,2023-04-15,1900-01-01 17:15:15,1900-01-01 18:42:06,Utan Kayu Rawamangun-Yos Sudarso Kodamar,A108,B002,01:26:51
YOIB397H8F39BY,3548624132054354,dki,"Drs. Aslijan Manullang, S.T.",F,2003,7,Kampung Rambutan - Bidara Cina,arah balik,3500,2023-04-09,1900-01-01 08:12:40,1900-01-01 09:01:32,BKN-Bidara Cina,A109,B001,00:48:52
XAAN400Q1H90UG,3528575651750075,dki,Najwa Situmorang,M,1996,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,arah balik,0,2023-04-19,1900-01-01 19:05:21,1900-01-01 19:58:06,Tebet Eco Park Selatan 4-Jln. Tebet Timur Dalam VIII J,A110,B001,00:52:45
AIXT595T2G51EJ,4718616234301,online,"Salimah Gunarto, M.Pd",F,1968,B21,Bekasi Timur - Cawang,berangkat,3500,2023-04-16,1900-01-01 10:18:44,1900-01-01 11:45:50,GP Mall 2-BTC 2,A111,B002,01:27:06
GUIQ324H6K13QJ,578253836568,flazz,Talia Prayoga,M,1985,S22,Ciputat - Kampung Rambutan,arah balik,3500,2023-04-25,1900-01-01 18:49:48,1900-01-01 19:43:59,SMK Darussalam-RA Kartini,A112,B006,00:54:11
IRWD787M8K23IU,213108112882307,emoney,R.M. Rafi Puspita,M,1966,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,berangkat,0,2023-04-19,1900-01-01 17:45:33,1900-01-01 19:11:30,Masjid Jami Fathurrahman Ciracas-Kel. Ciracas,A113,B003,01:25:57
RYWF426Q1O28KO,213120748859641,emoney,Jelita Maryadi,M,1976,12B,Pluit - Senen,berangkat,3500,2023-04-21,1900-01-01 05:38:36,1900-01-01 06:17:05,Aston Pluit 2-Ps. Muara Karang,A114,B003,00:38:29
LEWA121Q2L73RH,6011319634394124,dki,Ira Andriani,M,2004,JAK.113,Rusun Sindang Koja - Kp. Sawah,arah balik,0,2023-04-25,1900-01-01 08:10:52,1900-01-01 09:22:26,Kec. Cilincing-Puskesmas Cilincing,A115,B001,01:11:34
EYSX682S5X38UT,4907208153127941689,brizzi,Cemeti Padmasari,F,1993,7C,Cibubur - BKN,arah balik,3500,2023-04-26,1900-01-01 16:32:02,1900-01-01 17:53:40,Cibubur Junction-BKN,A116,B005,01:21:38
LURB622B6Z97HO,4279203692817167963,brizzi,Oskar Mangunsong,F,1995,8,Lebak Bulus - Pasar Baru via Tomang,berangkat,3500,2023-04-18,1900-01-01 09:46:12,1900-01-01 11:41:50,Pondok Indah 1-Lebak Bulus,A117,B005,01:55:38
FNXJ014E2D83WH,4245292824652416,dki,Hesti Safitri,F,2001,JAK.44,Andara - Stasiun Universitas Pancasila,berangkat,0,2023-04-18,1900-01-01 18:34:28,1900-01-01 19:36:31,Andara Margasatwa 4-Jln. H. Terin Pangkalan Jati,A118,B001,01:02:03
NQLT609L1X84JL,30566784196002,bni,"Ulva Habibi, S.Pt",F,1997,JAK.28,Kp. Rambutan - Taman Wiladatika,arah balik,0,2023-04-14,1900-01-01 17:20:01,1900-01-01 18:37:29,Komplek Perum Ad Cibubur-Sekolah Al Wahyu Cibubur,A119,B004,01:17:28
VEQH408Q4U55HK,213107448129250,emoney,"Umi Hariyah, S.E.I",F,1990,JAK.26,Rawamangun - Duren Sawit,arah balik,0,2023-04-30,1900-01-01 14:09:36,1900-01-01 15:18:32,Tanah Koja-Pool Hiba Utama 1,A120,B003,01:08:56
ZHWI964F2S24ZM,4331844486345,online,R.A. Malika Hasanah,F,2012,JAK.19,Pinang Ranti - Kampung Rambutan,berangkat,0,2023-04-21,1900-01-01 20:11:55,1900-01-01 21:24:24,Simpang Rukun 2-Jln. Tpa II,A121,B002,01:12:29
SGUV668Y9R99SQ,6510013988638519,dki,"Cagak Maheswara, S.Sos",F,1992,B14,Bekasi Barat - Kuningan,arah balik,20000,2023-04-19,1900-01-01 17:18:12,1900-01-01 18:26:43,Kemenkes 2-Setiabudi Utara 2,A122,B001,01:08:31
ZIWS621R8H46NV,30146000910179,bni,Dina Pratiwi,M,1988,S11,BSD - Jelambar,arah balik,3500,2023-04-25,1900-01-01 07:02:16,1900-01-01 07:42:30,Gading Serpong 1-Tol Kb. Jeruk 2,A86,B004,00:40:14
WZFH925K5M40GF,676208293602,flazz,Cahyono Permata,F,2004,JAK.24,Senen - Pulo Gadung via Kelapa Gading,berangkat,0,2023-04-15,1900-01-01 20:29:31,1900-01-01 21:00:37,Sunter Kelapa Gading 2-Jln. Gading Raya,A123,B006,00:31:06
XCPJ244F5N88UW,3580401035990896,dki,"T. Dadap Pradana, M.Ak",M,2004,1Q,Rempoa - Blok M,berangkat,3500,2023-04-18,1900-01-01 16:50:55,1900-01-01 18:19:15,Taman Puring 2-Jln. IKPN Bintaro,A124,B001,01:28:20
WDUN398R5L80QO,4986663118222525457,brizzi,Yahya Narpati,F,2010,JAK.39,Kalimalang - Duren Sawit,berangkat,0,2023-04-20,1900-01-01 21:22:01,1900-01-01 23:19:18,Jln. Swadaya Raya-Simpang Serdang Swadaya Raya 2,A125,B005,01:57:17
PWWL862Q8M37BK,676274145736,flazz,Edi Lazuardi,M,1995,11B,Rusun Rawa Bebek - Penggilingan,berangkat,0,2023-04-10,1900-01-01 06:46:54,1900-01-01 07:17:25,Penggilingan 1-Rusun Rawa Bebek,A126,B006,00:30:31
ZPIU433R9L75WB,4678097992274,online,Restu Pudjiastuti,M,1980,11Q,Kampung Melayu - Pulo Gebang via BKT,arah balik,3500,2023-04-10,1900-01-01 06:59:47,1900-01-01 08:16:32,Flyover Radin Inten 1-Jln. Kel. Raya,A127,B002,01:16:45
YCZM121E3F78DA,4.38E+20,dki,Dr. Luwes Mandala,F,1988,JAK.38,Bulak Ringin - Kampung Rambutan,berangkat,0,2023-04-11,1900-01-01 06:17:08,1900-01-01 07:23:54,Mushola Al Muhajirin Cibubur-Jln. H. Ali Solihin Cibubur,A128,B001,01:06:46
TSBW181T5Z72UW,180008292897068,emoney,Garan Pertiwi,F,1986,M13,Puri Beta 2 - Tendean,berangkat,3500,2023-04-21,1900-01-01 06:50:42,1900-01-01 07:38:39,Mayestik-Swadarma,A129,B003,00:47:57
KYAX576A7M01IE,180078846718763,emoney,Rafid Pranowo,F,2004,6U,Blok M - Pasar Minggu,berangkat,3500,2023-04-19,1900-01-01 08:16:09,1900-01-01 08:37:56,Jln. Poncol Jaya 1-Ps. Santa,A130,B003,00:21:47
DGVC759K7P07KI,4219635643278197,dki,"drg. Bancar Wijayanti, S.Sos",F,1999,JIS3,Harmoni - Jakarta International Stadium,arah balik,3500,2023-04-25,1900-01-01 18:56:07,1900-01-01 20:06:11,Sbr. Jembatan Item-Kemayoran Landas Pacu Timur,A131,B001,01:10:04
XTKG055Q1A66BB,3506580241941339,dki,"drg. Karna Lestari, M.Kom.",M,2003,6C,Stasiun Tebet - Karet via Patra Kuningan,arah balik,3500,2023-04-12,1900-01-01 19:37:53,1900-01-01 21:10:21,Sbr. Manhattan Hotel-Karet Pedurenan 1,A132,B001,01:32:28
BASK648A0V01MT,180065411329605,emoney,"Dt. Murti Salahudin, S.T.",F,2008,JAK.64,Lenteng Agung - Aseli,arah balik,0,2023-04-17,1900-01-01 16:08:39,1900-01-01 18:07:57,Sbr. Polsek Jagakarsa-Simpang Warung Sila Rindang,A133,B003,01:59:18
EZKI282Z8A17FN,4958145744734359718,brizzi,dr. Balangga Zulkarnain,F,1989,JIS3,Harmoni - Jakarta International Stadium,berangkat,3500,2023-04-10,1900-01-01 20:50:25,1900-01-01 21:56:28,Harmoni Arah Utara-Sawah Besar Arah Selatan,A134,B005,01:06:03
ZHBD989A6D69QJ,4636055192881546,dki,Wulan Januar,M,1978,JAK.13,Tanah Abang - Jembatan Lima,berangkat,0,2023-04-26,1900-01-01 17:12:17,1900-01-01 18:43:23,Term. Bayangan Kota Intan-Simpang Pakin 2,A135,B001,01:31:06
BVLO076F9V22DM,344423213182214,emoney,dr. Gasti Budiyanto,M,1998,5C,PGC - Juanda,arah balik,3500,2023-04-06,1900-01-01 06:54:49,1900-01-01 07:37:42,Matraman 1-Kwitang,A136,B003,00:42:53
RMQV112R2S43TK,3548403375808853,dki,"Eli Palastri, S.Farm",M,1992,10H,Tanjung Priok - Blok M,arah balik,3500,2023-04-15,1900-01-01 17:52:45,1900-01-01 19:13:33,Tomang Mandala-Masjid Agung,A137,B001,01:20:48
KBCM192R2H38TN,6541451803309614,dki,Harsaya Rahayu,M,1998,2A,Pulo Gadung - Rawa Buaya via Balai Kota,berangkat,3500,2023-04-13,1900-01-01 06:24:26,1900-01-01 07:21:37,Taman Kota-Monas,A138,B001,00:57:11
PUYU378Z3N38AM,3587341902618993,dki,Darmanto Rajasa,F,1991,JAK.03,Lebak Bulus - Andara,berangkat,0,2023-04-18,1900-01-01 06:29:35,1900-01-01 07:10:15,SDN Pondok Labu 11-Jln. Baros,A139,B001,00:40:40
SDQZ301G8Y84UH,213191293100137,emoney,Darman Purwanti,M,1999,11Q,Kampung Melayu - Pulo Gebang via BKT,arah balik,3500,2023-04-18,1900-01-01 05:45:43,1900-01-01 06:11:25,Masjid Jami At Taqwa 2-SMAN 100,A140,B003,00:25:42
NGWE621M6N57UJ,3507946556271373,dki,Balijan Damanik,M,2003,B21,Bekasi Timur - Cawang,berangkat,3500,2023-04-14,1900-01-01 07:16:50,1900-01-01 08:09:58,BNN LRT-Bulak Kapal 2,A141,B001,00:53:08
YSFP683C2E54RA,589057391023,flazz,Vega Anggraini,F,1990,JAK.35,Pangkalan Jati - Rawamangun,berangkat,0,2023-04-27,1900-01-01 07:13:31,1900-01-01 07:38:26,SDN Jati 07-Komplek Wijaya Kusuma 1,A142,B006,00:24:55
LJJR447U6R12QA,3.56E+20,dki,"Danu Pradipta, S.Pd",M,1977,JAK.112,Terminal Tanah Merah - Pulo Gadung,arah balik,0,2023-04-13,1900-01-01 17:32:46,1900-01-01 18:55:34,Boulevard Janur Elok Raya 1-Simpang Seruling Musik Raya,A143,B001,01:22:48
EVUV421Y4C22FU,180064464472990,emoney,Hj. Ana Laksita,F,1990,6H,Senen - Lebak Bulus,arah balik,3500,2023-04-06,1900-01-01 21:34:22,1900-01-01 23:04:11,St. Cikini Barat-RSUD Pasar Minggu,A144,B003,01:29:49
LALW453G0L85FT,30029590639160,bni,Hj. Mala Permata,M,1982,3E,Puri Kembangan - Sentraland Cengkareng,berangkat,3500,2023-04-28,1900-01-01 09:07:20,1900-01-01 10:51:17,Komplek Ruko Interkota-Sbr. Mutiara Taman Palem 1,A145,B004,01:43:57
NYVB598S1Z06WW,6011206561670347,dki,Suci Hutagalung,F,1971,JAK.36,Cilangkap - Cililitan,arah balik,0,2023-04-13,1900-01-01 05:04:55,1900-01-01 05:26:44,Jln. Damai PBSI Cilangkap-RS Restu Kasih,A146,B001,00:21:49
SRYF816P0Z06UQ,213120748859641,emoney,Jelita Maryadi,M,1976,12B,Pluit - Senen,berangkat,3500,2023-04-18,1900-01-01 05:48:15,1900-01-01 06:12:25,Aston Pluit 2-Ps. Muara Karang,A114,B003,00:24:10
ZYUM245D7Y29WD,4874773937841002647,brizzi,"dr. Farah Yuliarti, M.Pd",F,1985,6C,Stasiun Tebet - Karet via Patra Kuningan,arah balik,3500,2023-04-14,1900-01-01 11:07:43,1900-01-01 11:45:45,Ariobimo Sentral-Sbr. Standard Chartered,A147,B005,00:38:02
BZZN339N0F03OV,6011831480860198,dki,"Drs. Among Wijaya, S.Pt",F,1978,JIS3,Harmoni - Jakarta International Stadium,arah balik,3500,2023-04-16,1900-01-01 20:11:16,1900-01-01 20:54:52,Sbr. Taman BMW-Sunter Muara,A148,B001,00:43:36
XGPM512U1S79HY,2407683922581481,dki,Irfan Damanik,M,1993,14,Jakarta International Stadium - Senen,berangkat,3500,2023-04-13,1900-01-01 05:25:30,1900-01-01 06:20:23,Jembatan Item-JIS,A149,B001,00:54:53
JTNB653N6U27XG,4294484188649274,dki,Gara Sitompul,F,1999,9D,Pasar Minggu - Tanah Abang,arah balik,3500,2023-04-28,1900-01-01 05:44:45,1900-01-01 06:13:33,Grand Pasar Minggu-Pasar Minggu,A150,B001,00:28:48
CUMX923B4K88KI,4885706111446864,dki,Drs. Lasmanto Wacana,F,1987,JAK.08,Roxy - Benhil,berangkat,0,2023-04-10,1900-01-01 21:27:49,1900-01-01 23:00:18,JPO Blok G-Sbr. Taman Tulang Bawang,A151,B001,01:32:29
QJEU137T0F67IL,60403675436,flazz,Dr. Taufan Jailani,F,1989,D11,Depok - BKN,arah balik,3500,2023-04-05,1900-01-01 18:51:24,1900-01-01 20:40:19,Sbr. Gg. Saminten-BKN,A152,B006,01:48:55
TGWZ205B8R51MA,4398802942684,online,Wisnu Mardhiyah,F,1983,12H,Rusun Penjaringan - Penjaringan,berangkat,3500,2023-04-05,1900-01-01 08:07:03,1900-01-01 09:23:41,Penjaringan-Rusun Penjaringan,A153,B002,01:16:38
RSEZ570N2N56SM,6563676663681545,dki,Mala Agustina,M,1961,9N,Pinang Ranti - Pramuka,arah balik,3500,2023-04-23,1900-01-01 20:26:25,1900-01-01 20:41:50,Garuda Taman Mini-BKN,A154,B001,00:15:25
QTKX681T5T72PW,375884069521593,emoney,Balamantri Safitri,M,1988,JAK.59,Rawamangun - Tanah Merah,berangkat,0,2023-04-16,1900-01-01 13:52:48,1900-01-01 14:22:49,Pulo Mas Residence-Sbr. SMAN 21,A155,B003,00:30:01
RAHX641Q5Q28ES,3569565201587911,dki,dr. Paris Rahayu,M,1968,10A,Rusun Marunda - Tanjung Priok,berangkat,0,2023-04-19,1900-01-01 17:20:42,1900-01-01 18:11:10,Tanjung Priok-Rusun Marunda,A156,B001,00:50:28
EGPF333V7S22CL,2259163638164343,dki,Gambira Sihombing,F,1976,JAK.112,Terminal Tanah Merah - Pulo Gadung,arah balik,0,2023-04-06,1900-01-01 07:05:35,1900-01-01 08:46:11,Jln. Kelapa Nias IV-Sbr. SDN Pegangsaan Dua 07,A157,B001,01:40:36
WAYK271B6Z83VP,4364139557273318765,brizzi,Harsaya Utama,F,2001,13D,Puri Beta - Ragunan,berangkat,3500,2023-04-07,1900-01-01 19:51:15,1900-01-01 20:54:11,Pejaten-Seskoal,A158,B005,01:02:56
DUUD656M6Q22FV,4203562511038947968,brizzi,drg. Tantri Situmorang,F,1983,12,Tanjung Priok - Pluit,arah balik,3500,2023-04-18,1900-01-01 17:56:24,1900-01-01 19:11:20,Penjaringan-Pluit,A159,B005,01:14:56
LBGU827F6N40XR,30276672399789,bni,"Teguh Wijaya, S.Pt",F,1981,5C,PGC - Juanda,arah balik,3500,2023-04-17,1900-01-01 05:33:08,1900-01-01 06:30:06,Tegalan-Pal Putih,A160,B004,00:56:58
YPAW149S9A38ZF,4181188603059045,dki,Eli Budiman,M,1977,11B,Rusun Rawa Bebek - Penggilingan,berangkat,0,2023-04-13,1900-01-01 07:56:16,1900-01-01 09:37:26,Walikota Jakarta Timur 1-Rusun Rawa Bebek,A161,B001,01:41:10
VKDS469Y7H74YR,213193665773269,emoney,Balidin Pradana,F,2003,2B,Harapan Indah - ASMI,berangkat,3500,2023-04-12,1900-01-01 07:25:38,1900-01-01 08:05:02,Lion Metal 2-KPP Pratama Cakung 2,A18,B003,00:39:24
IEZT965G3Q17HF,346348443002072,emoney,"R. Kamila Ramadan, S.Farm",F,1989,JAK.117,Tanjung Priok - Tanah Merdeka,berangkat,0,2023-04-21,1900-01-01 21:05:36,1900-01-01 22:26:15,Masjid Al Waqof-Jln. Muncang,A162,B003,01:20:39
LCKZ465M4H33ZV,2.25E+20,dki,"Nardi Natsir, S.I.Kom",M,2007,JAK.71,Kampung Rambutan - Pinang Ranti,berangkat,0,2023-04-20,1900-01-01 21:29:45,1900-01-01 22:56:11,Sbr. Jln. Man 2-Mutiara Pulo Dukuh,A163,B001,01:26:26
KELK681V6X75YZ,346348443002072,emoney,"R. Kamila Ramadan, S.Farm",F,1989,JAK.117,Tanjung Priok - Tanah Merdeka,berangkat,0,2023-04-24,1900-01-01 21:58:48,1900-01-01 23:55:18,Masjid Al Waqof-Jln. Muncang,A162,B003,01:56:30
CIUI912M2X61MW,4726554349155,online,R.A. Betania Maulana,F,1975,JAK.27,Pulo Gebang - Rorotan,berangkat,0,2023-04-27,1900-01-01 17:50:41,1900-01-01 18:44:52,Sbr. Masjid At Taqwa Karang Tengah-Jln. Rorotan IX Gg. IV,A164,B002,00:54:11
BYOF367C3A98PG,4909284437358495207,brizzi,Bakiman Budiman,F,1981,7Q,Blok M - PGC,berangkat,3500,2023-04-05,1900-01-01 06:31:16,1900-01-01 06:56:17,Jln. Poncol Jaya 1-PLN Pusat,A165,B005,00:25:01
SBJN303H4E82WG,4364139557273318765,brizzi,Harsaya Utama,F,2001,13D,Puri Beta - Ragunan,arah balik,3500,2023-04-10,1900-01-01 09:48:01,1900-01-01 10:17:56,Kebayoran Lama-Ragunan,A166,B005,00:29:55
JOGG970D3T54MW,4112330548313,online,"Drs. Gilda Sinaga, S.Psi",M,1994,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,arah balik,0,2023-04-04,1900-01-01 16:04:26,1900-01-01 18:03:51,Jln.Tebet Barat V-Tebet Eco Park Selatan 4,A167,B002,01:59:25
PIIL112G9V90WV,4281107697609985,dki,Yessi Saputra,F,2002,JAK.60,Kelapa Gading - Rusun Kemayoran,berangkat,0,2023-04-17,1900-01-01 19:03:36,1900-01-01 19:57:56,Jln. Kelapa Hybrida IV-Pusat Pelayanan Warga Summarecon,A168,B001,00:54:20
ANUG795S9C78FQ,4576861140710803534,brizzi,"R. Saiful Riyanti, S.E.I",F,1990,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,arah balik,0,2023-04-15,1900-01-01 16:43:59,1900-01-01 17:54:47,Litbang Depnaker Jaktim-Sbr. Sekolah Islam PB Soedirman,A169,B005,01:10:48
JCCO565J1O88BX,4437250881603997453,brizzi,Mala Salahudin,F,1983,JAK.86,Term. Rawamangun - Term. Manggarai,arah balik,0,2023-04-26,1900-01-01 08:29:24,1900-01-01 09:52:26,Jln. Cipinang Timur Persahabatan-Flyover Jatinegara Atas,A170,B005,01:23:02
CUSA670G5W96XZ,377643054710555,emoney,Ulva Suryono,F,2000,1C,Pesanggrahan - Blok M,berangkat,3500,2023-04-24,1900-01-01 09:50:55,1900-01-01 11:50:15,Jln. Palatehan-SMPN 235,A171,B003,01:59:20
PFVH374Q0O06KI,2402313549139274,dki,Rahayu Prabowo,F,1994,10H,Tanjung Priok - Blok M,arah balik,3500,2023-04-06,1900-01-01 09:50:18,1900-01-01 10:48:32,Pademangan-Tomang Mandala,A172,B001,00:58:14
CPGQ962Q7Q57MU,3516594869567563,dki,"drg. Salwa Kusmawati, S.IP",F,2011,1A,Pantai Maju - Balai Kota,arah balik,3500,2023-04-26,1900-01-01 09:12:05,1900-01-01 10:54:05,Glodok-Monas,A173,B001,01:42:00
UNNP923G9Y20AB,4974804949914047,dki,Gangsar Siregar,M,1996,2A,Pulo Gadung - Rawa Buaya via Balai Kota,arah balik,3500,2023-04-12,1900-01-01 17:16:27,1900-01-01 19:03:52,Petojo-Jelambar,A174,B001,01:47:25
KUYB008P3V71GN,4852221634256,online,"Lanang Setiawan, S.I.Kom",F,1994,D21,Universitas Indonesia - Lebak Bulus,arah balik,3500,2023-04-07,1900-01-01 08:53:33,1900-01-01 09:24:49,Plaza Oleos-Ampera 2,A175,B002,00:31:16
NPYA355I6J82TF,4948977213350,online,Balapati Gunarto,M,1977,9F,Rusun Tambora - Pluit,berangkat,0,2023-04-04,1900-01-01 17:55:49,1900-01-01 19:27:02,Jembatan Dua-Rusun Tambora,A176,B002,01:31:13
CQJR111P9W31ZA,4326140619726764858,brizzi,Murti Kurniawan,M,2010,6T,Pasar Minggu - Velbak,arah balik,3500,2023-04-25,1900-01-01 05:29:09,1900-01-01 06:18:14,Simpang Tunda Bara TB Simatupang-Simpang Darmawangsa X,A177,B005,00:49:05
LYFV210Y2C00TA,567169910336,flazz,Aurora Waskita,M,2004,R1A,Pantai Maju - Kota,arah balik,3500,2023-04-10,1900-01-01 17:29:13,1900-01-01 19:16:04,Karang Asri 2-Simpang Pakin 3,A178,B006,01:46:51
WQCW936D6Z64TU,572846044996,flazz,Soleh Natsir,F,2000,JAK.18,Kalibata - Kuningan,arah balik,0,2023-04-19,1900-01-01 07:01:23,1900-01-01 07:54:33,Sbr. Jln. Tebet Utara III-Keselamatan,A179,B006,00:53:10
DERG357Z6P63IW,3.57E+20,dki,Oliva Saefullah,F,1987,12C,Rusun Waduk Pluit - Penjaringan,berangkat,0,2023-04-10,1900-01-01 17:25:15,1900-01-01 18:40:27,Gg. VIII Muara Baru-Rusun Waduk Pluit,A180,B001,01:15:12
NKKA679V6C71OO,4.68E+20,dki,Paramita Budiyanto,F,1997,8C,Kebayoran Lama - Tanah Abang,berangkat,3500,2023-04-05,1900-01-01 05:13:13,1900-01-01 05:36:07,Sbr. RSUD Tanah Abang-TPU Karet Bivak,A181,B001,00:22:54
DLWQ526J9W78BJ,4.68E+20,dki,Paramita Budiyanto,F,1997,8C,Kebayoran Lama - Tanah Abang,arah balik,3500,2023-04-21,1900-01-01 16:57:59,1900-01-01 18:52:07,Kesatrian Kowal Cut Nyak Dhien-Pospol Jati Bunder,A182,B001,01:54:08
YZKH968P2B98OA,6581936160714795,dki,Puti Siregar,M,1976,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,arah balik,0,2023-04-25,1900-01-01 05:07:54,1900-01-01 06:05:56,Rusun Pondok Bambu-Masjid Jami Al Barkah 1,A183,B001,00:58:02
RYVE758Q2I97VI,213110868551409,emoney,dr. Lalita Budiyanto,M,2011,2P,Gondangdia - Senen,berangkat,3500,2023-04-13,1900-01-01 05:05:53,1900-01-01 06:57:36,Simpang Gunung Sahari III-RSPAD 1,A184,B003,01:51:43
PASL562I8H30DT,213174928876354,emoney,Rini Hutasoit,M,1987,12,Tanjung Priok - Pluit,arah balik,3500,2023-04-21,1900-01-01 07:14:37,1900-01-01 07:53:49,Kali Besar Barat-Pluit,A185,B003,00:39:12
UNMN121L0C53HN,213187760461390,emoney,Asirwada Marbun,M,1985,D32,Cinere - Bundaran Senayan,arah balik,20000,2023-04-06,1900-01-01 08:02:08,1900-01-01 09:39:55,Gelora Bung Karno 1-Bundaran Senayan 1,A186,B003,01:37:47
BAKW486P8K67OR,5134532253940704,dki,Suci Wacana,M,1985,12A,Pelabuhan Kaliadem - Kota,arah balik,3500,2023-04-14,1900-01-01 17:57:42,1900-01-01 19:09:39,Perumahan Buddha Tzu Chi 1-Muara Angke,A187,B001,01:11:57
PHMG631G6C11TB,4866015896366005266,brizzi,Mahesa Tampubolon,M,1972,1F,Stasiun Palmerah - Bundaran Senayan,berangkat,3500,2023-04-18,1900-01-01 17:24:02,1900-01-01 19:10:36,Senayan JCC Arah Barat-DPR MPR 2,A188,B005,01:46:34
WKEA910J2S57LR,4.24E+20,dki,"H. Yahya Handayani, S.I.Kom",F,1994,1E,Pondok Labu - Blok M,berangkat,3500,2023-04-27,1900-01-01 17:01:09,1900-01-01 18:57:34,Jln. Cilandak V-One Belpark 1,A189,B001,01:56:25
HBEZ412O3J48RE,4.68E+20,dki,Paramita Budiyanto,F,1997,8C,Kebayoran Lama - Tanah Abang,berangkat,3500,2023-04-07,1900-01-01 06:33:22,1900-01-01 07:27:19,Sbr. RSUD Tanah Abang-TPU Karet Bivak,A181,B001,00:53:57
RPFQ346J6U24VF,4112330548313,online,"Drs. Gilda Sinaga, S.Psi",M,1994,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,arah balik,0,2023-04-12,1900-01-01 16:40:13,1900-01-01 18:01:46,Jln.Tebet Barat V-Tebet Eco Park Selatan 4,A167,B002,01:21:33
LPNM895K4L42QD,4928589848629,online,Dartono Natsir,M,2006,5C,PGC - Juanda,berangkat,3500,2023-04-21,1900-01-01 17:23:44,1900-01-01 18:53:14,Kramat Sentiong-Gelanggang Remaja,A190,B002,01:29:30
XLMB990B6W71CI,4432944384446280081,brizzi,Dt. Gandi Wacana,M,1981,6A,Ragunan - MH Thamrin via Kuningan,berangkat,3500,2023-04-14,1900-01-01 06:26:07,1900-01-01 07:44:41,Karet Kuningan-Warung Jati,A191,B005,01:18:34
FFHJ192J9C76DY,213198175349153,emoney,Dt. Cakrajiya Mardhiyah,F,1992,10A,Rusun Marunda - Tanjung Priok,arah balik,0,2023-04-10,1900-01-01 09:35:30,1900-01-01 11:14:23,Simpang Pitungan-Enggano,A192,B003,01:38:53
MELT142J0C91VX,60403675436,flazz,Dr. Taufan Jailani,F,1989,D11,Depok - BKN,arah balik,3500,2023-04-12,1900-01-01 18:21:09,1900-01-01 20:15:08,Sbr. Gg. Saminten-BKN,A152,B006,01:53:59
